Source,Disease,Omics Method,Omics Method Detail,Site,Sub Group,PCGP,PCGPdetails
Cell,Daoy,ChIPseq,H3K4me1-AB3,,,,
Cell,Daoy,ChIPseq,H3K4me1-AB3,,,,
Cell,Daoy,ChIPseq,INPUT,,,,
Cell,Daoy,ChIPseq,INPUT,,,,
Cell,Daoy,ChIPseq,INPUT,,,,
Human,MB,RNAseq,,,,,
Human,MB,RNAseq,,,,,
Human,MB,RNAseq,,,,,
Human,MB,RNAseq,,,,,
Human,MB,RNAseq,,,,,
Human,MB,RNAseq,,,,,
Human,MEL,WES,,,,,
Human,MEL,WES,,,,,
Human,MMLGG,WES,,,,,
Human,MMLGG,WES,,,,,
Human,MMLGG,WES,,,,,
Human,MMLGG,WES,,,,,
Human,MMLGG,RNAseq,,,,,
Human,MMLGG,WES,,,,,
Human,MMLGG,WES,,,,,
Human,MMLGG,RNAseq,,,,,
Human,MMLGG,WES,,,,,
Human,MMLGG,WES,,,,,
Human,MMLGG,RNAseq,,,,,
Human,MMLGG,WES,,,,,
Human,MMLGG,WES,,,,,
Human,MMLGG,RNAseq,,,,,
Human,MMLGG,WES,,,,,
Human,MMLGG,WES,,,,,
Human,MMLGG,RNAseq,,,,,
Human,MMLGG,WES,,,,,
Human,MMLGG,WES,,,,,
Human,MMLGG,RNAseq,,,,,
Human,MMLGG,WES,,,,,
Human,MMLGG,WES,,,,,
Human,MMLGG,RNAseq,,,,,
Human,MMLGG,WES,,,,,
Human,MMLGG,WES,,,,,
Human,MMLGG,RNAseq,,,,,
Human,MMLGG,WES,,,,,
Human,MMLGG,WES,,,,,
Human,MMLGG,RNAseq,,,,,
Human,MMLGG,WES,,,,,
Human,MMLGG,WES,,,,,
Human,MMLGG,RNAseq,,,,,
Human,MMLGG,WES,,,,,
Human,MMLGG,WES,,,,,
Human,MMLGG,RNAseq,,,,,
Human,MMLGG,RNAseq,,,,,
Human,MMNORM,ChIPseq,H3K4me3-AB7,,,,
Human,MMNORM,ChIPseq,H3K27Ac-AB5,,,,
Human,MMNORM,ChIPseq,H3K4me3-AB4,,,,
Human,MMNORM,ChIPseq,INPUT,,,,
Human,MMNORM,ChIPseq,H3K4me3-AB7,,,,
Human,MMNORM,ChIPseq,H3K27Ac-AB5,,,,
Human,MMNORM,ChIPseq,H3K27me3-AB4,,,,
Human,MMNORM,ChIPseq,INPUT,,,,
Cell,SHSY,RNAseq,,,,,
Human,NBL,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,293T,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,293T,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,293T,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,293T,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,293T,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,293T,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,293T,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,293T,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,293T,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,293T,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,293T,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,293T,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,293T,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,Daoy,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,Daoy,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,Daoy,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,Daoy,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,Daoy,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,Daoy,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,Daoy,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,Daoy,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,Daoy,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,hNSC,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,Daoy,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,Daoy,RNAseq,,,,,
Cell,Daoy,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,Daoy,RNAseq,,,,,
Cell,Daoy,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,Daoy,RNAseq,,,,,
Cell,Daoy,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,Daoy,RNAseq,,,,,
Cell,Daoy,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,Daoy,RNAseq,,,,,
Cell,Daoy,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,Daoy,RNAseq,,,,,
Cell,Daoy,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,Daoy,RNAseq,,,,,
Cell,Daoy,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,Daoy,RNAseq,,,,,
Cell,Daoy,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,Daoy,RNAseq,,,,,
Cell,Daoy,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,Daoy,RNAseq,,,,,
Cell,Daoy,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,Daoy,RNAseq,,,,,
Cell,Daoy,RNAseq,,,,,
Human,NORM,RNAseq,,,,,
Cell,293T,ChIPseq,CXorf67-AB1,,,,
Cell,293T,ChIPseq,H3K27Ac-AB6,,,,
Cell,293T,ChIPseq,H3K27me3-AB4,,,,
Cell,293T,ChIPseq,H3K4me3-AB8,,,,
Cell,293T,ChIPseq,INPUT,,,,
Cell,293T,ChIPseq,INPUT2(Drosophilaspiked),,,,
Human,NORM,ChIPseq,CXorf67-AB1,,,,
Human,NORM,ChIPseq,H3K27Ac-AB6,,,,
Human,NORM,ChIPseq,H3K27me3-AB4,,,,
Human,NORM,ChIPseq,H3K4me3-AB8,,,,
Human,NORM,ChIPseq,INPUT,,,,
Human,NORM,ChIPseq,INPUT,,,,
Cell,293T,ChIPseq,CXorf67-AB1,,,,
Cell,293T,ChIPseq,H3K27Ac-AB6,,,,
Cell,293T,ChIPseq,H3K27me3-AB4,,,,
Cell,293T,ChIPseq,H3K4me3-AB8,,,,
Cell,293T,ChIPseq,INPUT,,,,
Cell,293T,ChIPseq,INPUT2(Drosophilaspiked),,,,
Human,NORM,ChIPseq,CXorf67-AB1,,,,
Human,NORM,ChIPseq,H3K27Ac-AB6,,,,
Human,NORM,ChIPseq,H3K27me3-AB4,,,,
Human,NORM,ChIPseq,H3K4me3-AB8,,,,
Human,NORM,ChIPseq,INPUT,,,,
Human,NORM,ChIPseq,INPUT,,,,
Cell,293T,ChIPseq,CXorf67-AB1,,,,
Cell,293T,ChIPseq,H3K27Ac-AB6,,,,
Cell,293T,ChIPseq,H3K27me3-AB4,,,,
Cell,293T,ChIPseq,H3K4me3-AB8,,,,
Cell,293T,ChIPseq,INPUT,,,,
Cell,293T,ChIPseq,INPUT2(Drosophilaspiked),,,,
Human,NORM,ChIPseq,CXorf67-AB1,,,,
Human,NORM,ChIPseq,H3K27Ac-AB6,,,,
Human,NORM,ChIPseq,H3K27me3-AB4,,,,
Human,NORM,ChIPseq,H3K4me3-AB8,,,,
Human,NORM,ChIPseq,INPUT,,,,
Human,NORM,ChIPseq,INPUT,,,,
Cell,Daoy,ChIPseq,INPUT,,,,
Cell,Daoy,ChIPseq,H3K27Ac-AB6,,,,
Cell,Daoy,ChIPseq,H3K27me3-AB4,,,,
Cell,Daoy,ChIPseq,H3K4me3-AB8,,,,
Cell,Daoy,ChIPseq,INPUT2(Drosophilaspiked),,,,
Human,NORM,ChIPseq,H3K27Ac-AB6,,,,
Human,NORM,ChIPseq,H3K27me3-AB4,,,,
Human,NORM,ChIPseq,H3K4me3-AB8,,,,
Human,NORM,ChIPseq,INPUT,,,,
Cell,Daoy,ChIPseq,CXorf67-AB1,,,,
Cell,Daoy,ChIPseq,EZH2-AB4,,,,
Cell,Daoy,ChIPseq,EZH2-AB5,,,,
Cell,Daoy,ChIPseq,EZH2-AB6,,,,
Cell,Daoy,ChIPseq,INPUT,,,,
Cell,Daoy,ChIPseq,CXorf67-AB2,,,,
Cell,Daoy,ChIPseq,CXorf67-AB3,,,,
Cell,Daoy,ChIPseq,CXorf67-AB4,,,,
Cell,Daoy,ChIPseq,INPUT,,,,
Cell,Daoy,ChIPseq,CXorf67-AB5,,,,
Cell,Daoy,ChIPseq,CXorf67-AB4,,,,
Cell,Daoy,ChIPseq,INPUT,,,,
Cell,Daoy,ChIPseq,CXorf67-AB1,,,,
Cell,Daoy,ChIPseq,EZH2-AB4,,,,
Cell,Daoy,ChIPseq,EZH2-AB5,,,,
Cell,Daoy,ChIPseq,EZH2-AB6,,,,
Cell,Daoy,ChIPseq,INPUT,,,,
Cell,Daoy,ChIPseq,CXorf67-AB2,,,,
Cell,Daoy,ChIPseq,CXorf67-AB3,,,,
Cell,Daoy,ChIPseq,CXorf67-AB4,,,,
Human,NORM,ChIPseq,CXorf67-AB1,,,,
Human,NORM,ChIPseq,CXorf67-AB2,,,,
Human,NORM,ChIPseq,CXorf67-AB3,,,,
Human,NORM,ChIPseq,CXorf67-AB4,,,,
Human,NORM,ChIPseq,EZH2-AB4,,,,
Human,NORM,ChIPseq,EZH2-AB5,,,,
Human,NORM,ChIPseq,EZH2-AB6,,,,
Human,NORM,ChIPseq,INPUT,,,,
Cell,Daoy,ChIPseq,INPUT,,,,
Cell,Daoy,ChIPseq,H3K27Ac-AB6,,,,
Cell,Daoy,ChIPseq,H3K27me3-AB4,,,,
Cell,Daoy,ChIPseq,H3K4me3-AB8,,,,
Cell,Daoy,ChIPseq,INPUT2(Drosophilaspiked),,,,
Human,NORM,ChIPseq,H3K27Ac-AB6,,,,
Human,NORM,ChIPseq,H3K27me3-AB4,,,,
Human,NORM,ChIPseq,H3K4me3-AB8,,,,
Human,NORM,ChIPseq,INPUT,,,,
Cell,Daoy,ChIPseq,CXorf67-AB1,,,,
Cell,Daoy,ChIPseq,EZH2-AB4,,,,
Cell,Daoy,ChIPseq,EZH2-AB5,,,,
Cell,Daoy,ChIPseq,EZH2-AB6,,,,
Cell,Daoy,ChIPseq,INPUT,,,,
Cell,Daoy,ChIPseq,CXorf67-AB2,,,,
Cell,Daoy,ChIPseq,CXorf67-AB3,,,,
Cell,Daoy,ChIPseq,CXorf67-AB4,,,,
Cell,Daoy,ChIPseq,INPUT,,,,
Cell,Daoy,ChIPseq,CXorf67-AB5,,,,
Cell,Daoy,ChIPseq,CXorf67-AB4,,,,
Cell,Daoy,ChIPseq,INPUT,,,,
Cell,Daoy,ChIPseq,CXorf67-AB1,,,,
Cell,Daoy,ChIPseq,EZH2-AB4,,,,
Cell,Daoy,ChIPseq,EZH2-AB5,,,,
Cell,Daoy,ChIPseq,EZH2-AB6,,,,
Cell,Daoy,ChIPseq,INPUT,,,,
Cell,Daoy,ChIPseq,CXorf67-AB2,,,,
Cell,Daoy,ChIPseq,CXorf67-AB3,,,,
Cell,Daoy,ChIPseq,CXorf67-AB4,,,,
Human,NORM,ChIPseq,CXorf67-AB1,,,,
Human,NORM,ChIPseq,CXorf67-AB2,,,,
Human,NORM,ChIPseq,CXorf67-AB3,,,,
Human,NORM,ChIPseq,CXorf67-AB4,,,,
Human,NORM,ChIPseq,EZH2-AB4,,,,
Human,NORM,ChIPseq,EZH2-AB5,,,,
Human,NORM,ChIPseq,EZH2-AB6,,,,
Human,NORM,ChIPseq,INPUT,,,,
Cell,Daoy,ChIPseq,INPUT,,,,
Cell,Daoy,ChIPseq,H3K27Ac-AB6,,,,
Cell,Daoy,ChIPseq,H3K27me3-AB4,,,,
Cell,Daoy,ChIPseq,H3K4me3-AB8,,,,
Cell,Daoy,ChIPseq,INPUT,,,,
Human,NORM,ChIPseq,H3K27Ac-AB6,,,,
Human,NORM,ChIPseq,H3K27me3-AB4,,,,
Human,NORM,ChIPseq,H3K4me3-AB8,,,,
Human,NORM,ChIPseq,INPUT,,,,
Cell,Daoy,ChIPseq,INPUT,,,,
Cell,Daoy,ChIPseq,H3K27Ac-AB6,,,,
Cell,Daoy,ChIPseq,H3K27me3-AB4,,,,
Cell,Daoy,ChIPseq,H3K4me3-AB8,,,,
Cell,Daoy,ChIPseq,INPUT,,,,
Human,NORM,ChIPseq,H3K27Ac-AB6,,,,
Human,NORM,ChIPseq,H3K27me3-AB4,,,,
Human,NORM,ChIPseq,H3K4me3-AB8,,,,
Human,NORM,ChIPseq,INPUT,,,,
Cell,Daoy,ChIPseq,INPUT,,,,
Cell,Daoy,ChIPseq,H3K27Ac-AB6,,,,
Cell,Daoy,ChIPseq,H3K27me3-AB4,,,,
Cell,Daoy,ChIPseq,H3K4me3-AB8,,,,
Cell,Daoy,ChIPseq,INPUT,,,,
Human,NORM,ChIPseq,H3K27Ac-AB6,,,,
Human,NORM,ChIPseq,H3K27me3-AB4,,,,
Human,NORM,ChIPseq,H3K4me3-AB8,,,,
Human,NORM,ChIPseq,INPUT,,,,
Cell,Daoy,ChIPseq,INPUT,,,,
Cell,Daoy,ChIPseq,H3K27Ac-AB6,,,,
Cell,Daoy,ChIPseq,H3K27me3-AB4,,,,
Cell,Daoy,ChIPseq,H3K4me3-AB8,,,,
Cell,Daoy,ChIPseq,INPUT,,,,
Human,NORM,ChIPseq,H3K27Ac-AB6,,,,
Human,NORM,ChIPseq,H3K27me3-AB4,,,,
Human,NORM,ChIPseq,H3K4me3-AB8,,,,
Human,NORM,ChIPseq,INPUT,,,,
Cell,Daoy,ChIPseq,EZH2-AB4,,,,
Cell,Daoy,ChIPseq,EZH2-AB6,,,,
Cell,Daoy,ChIPseq,INPUT,,,,
Cell,Daoy,ChIPseq,EZH2-AB4,,,,
Cell,Daoy,ChIPseq,EZH2-AB6,,,,
Cell,Daoy,ChIPseq,INPUT,,,,
Human,NORM,ChIPseq,EZH2-AB4,,,,
Human,NORM,ChIPseq,EZH2-AB6,,,,
Human,NORM,ChIPseq,INPUT,,,,
Cell,Daoy,ChIPseq,EZH2-AB4,,,,
Cell,Daoy,ChIPseq,EZH2-AB6,,,,
Cell,Daoy,ChIPseq,CXorf67-AB1,,,,
Cell,Daoy,ChIPseq,INPUT,,,,
Cell,Daoy,ChIPseq,CXorf67-AB1,,,,
Cell,Daoy,ChIPseq,EZH2-AB4,,,,
Cell,Daoy,ChIPseq,EZH2-AB6,,,,
Cell,Daoy,ChIPseq,INPUT,,,,
Human,NORM,ChIPseq,CXorf67-AB1,,,,
Human,NORM,ChIPseq,EZH2-AB4,,,,
Human,NORM,ChIPseq,EZH2-AB6,,,,
Human,NORM,ChIPseq,INPUT,,,,
Cell,Daoy,ChIPseq,EZH2-AB4,,,,
Cell,Daoy,ChIPseq,EZH2-AB6,,,,
Cell,Daoy,ChIPseq,INPUT,,,,
Cell,Daoy,ChIPseq,EZH2-AB4,,,,
Cell,Daoy,ChIPseq,EZH2-AB6,,,,
Cell,Daoy,ChIPseq,INPUT,,,,
Human,NORM,ChIPseq,EZH2-AB4,,,,
Human,NORM,ChIPseq,EZH2-AB6,,,,
Human,NORM,ChIPseq,INPUT,,,,
Cell,Daoy,ChIPseq,EZH2-AB4,,,,
Cell,Daoy,ChIPseq,EZH2-AB6,,,,
Cell,Daoy,ChIPseq,CXorf67-AB1,,,,
Cell,Daoy,ChIPseq,INPUT,,,,
Cell,Daoy,ChIPseq,CXorf67-AB1,,,,
Cell,Daoy,ChIPseq,EZH2-AB4,,,,
Cell,Daoy,ChIPseq,EZH2-AB6,,,,
Cell,Daoy,ChIPseq,INPUT,,,,
Human,NORM,ChIPseq,CXorf67-AB1,,,,
Human,NORM,ChIPseq,EZH2-AB4,,,,
Human,NORM,ChIPseq,EZH2-AB6,,,,
Human,NORM,ChIPseq,INPUT,,,,
Human,NORM,ChIPseq,H3K27Ac-AB6,,,,
Human,NORM,ChIPseq,H3K27me3-AB4,,,,
Human,NORM,ChIPseq,H3K4me3-AB8,,,,
Human,NORM,ChIPseq,INPUT,,,,
Cell,293T,ChIPseq,H3K27Ac-AB6,,,,
Cell,293T,ChIPseq,H3K27me3-AB4,,,,
Cell,293T,ChIPseq,H3K4me3-AB8,,,,
Cell,293T,ChIPseq,INPUT2(Drosophilaspiked),,,,
Cell,293T,ChIPseq,H3K27Ac-AB6,,,,
Cell,293T,ChIPseq,H3K27me3-AB4,,,,
Cell,293T,ChIPseq,H3K4me3-AB8,,,,
Cell,293T,ChIPseq,INPUT,,,,
Human,NORM,ChIPseq,H3K27Ac-AB6,,,,
Human,NORM,ChIPseq,H3K27me3-AB4,,,,
Human,NORM,ChIPseq,H3K4me3-AB8,,,,
Human,NORM,ChIPseq,INPUT,,,,
Cell,293T,ChIPseq,H3K27Ac-AB6,,,,
Cell,293T,ChIPseq,H3K27me3-AB4,,,,
Cell,293T,ChIPseq,H3K4me3-AB8,,,,
Cell,293T,ChIPseq,INPUT2(Drosophilaspiked),,,,
Cell,293T,ChIPseq,H3K27Ac-AB6,,,,
Cell,293T,ChIPseq,H3K27me3-AB4,,,,
Cell,293T,ChIPseq,H3K4me3-AB8,,,,
Cell,293T,ChIPseq,INPUT,,,,
Human,NORM,ChIPseq,H3K27Ac-AB6,,,,
Human,NORM,ChIPseq,H3K27me3-AB4,,,,
Human,NORM,ChIPseq,H3K4me3-AB8,,,,
Human,NORM,ChIPseq,INPUT,,,,
Cell,293T,ChIPseq,H3K27Ac-AB6,,,,
Cell,293T,ChIPseq,H3K27me3-AB4,,,,
Cell,293T,ChIPseq,H3K4me3-AB8,,,,
Cell,293T,ChIPseq,INPUT2(Drosophilaspiked),,,,
Cell,293T,ChIPseq,H3K27Ac-AB6,,,,
Cell,293T,ChIPseq,H3K27me3-AB4,,,,
Cell,293T,ChIPseq,H3K4me3-AB8,,,,
Cell,293T,ChIPseq,INPUT,,,,
Human,NORM,ChIPseq,H3K27Ac-AB6,,,,
Human,NORM,ChIPseq,H3K27me3-AB4,,,,
Human,NORM,ChIPseq,H3K4me3-AB8,,,,
Human,NORM,ChIPseq,INPUT,,,,
Cell,293T,ChIPseq,H3K27Ac-AB6,,,,
Cell,293T,ChIPseq,H3K27me3-AB4,,,,
Cell,293T,ChIPseq,H3K4me3-AB8,,,,
Cell,293T,ChIPseq,INPUT2(Drosophilaspiked),,,,
Cell,293T,ChIPseq,H3K27Ac-AB6,,,,
Cell,293T,ChIPseq,H3K27me3-AB4,,,,
Cell,293T,ChIPseq,H3K4me3-AB8,,,,
Cell,293T,ChIPseq,INPUT,,,,
